userid,version,total_rounds,one_d_retention,seven_d_retention
9361811,Gate 30,1,0,0
9361831,Gate 30,169,1,1
9361930,Gate 30,71,1,1
9362061,Gate 30,50,1,0
9362096,Gate 40,423,1,1
9362147,Gate 40,45,1,0
9362157,Gate 30,106,0,1
9362200,Gate 30,11,0,0
9362280,Gate 30,37,1,0
9362417,Gate 40,7,1,0
9362507,Gate 30,113,1,1
9362516,Gate 30,174,1,1
9362771,Gate 30,24,0,0
9362842,Gate 40,163,1,1
9363051,Gate 40,3,0,0
9363080,Gate 30,117,1,1
9363340,Gate 40,3,0,0
9363344,Gate 30,8,0,0
9363540,Gate 30,77,1,1
9363544,Gate 40,38,1,0
9363554,Gate 30,20,1,0
9363573,Gate 30,5,1,0
9363596,Gate 30,20,0,0
9363622,Gate 30,9,0,0
9363689,Gate 40,3,0,0
9363750,Gate 40,2,0,0
9363884,Gate 30,36,1,0
9363926,Gate 30,3,0,0
9363968,Gate 30,37,1,0
9364116,Gate 30,5,1,0
9364228,Gate 30,10,0,0
9364356,Gate 40,16,0,0
9364408,Gate 40,0,0,0
9364724,Gate 30,2,1,0
9364768,Gate 30,2,0,0
9364847,Gate 30,63,1,0
9364880,Gate 40,7,0,0
9364881,Gate 30,4,0,0
9365118,Gate 30,1,0,0
9365249,Gate 40,1,0,0
9365325,Gate 40,1,0,1
9365339,Gate 30,41,1,0
9365347,Gate 30,25,1,0
9365421,Gate 30,17,0,0
9365422,Gate 40,1,0,0
9365526,Gate 30,160,1,1
9365588,Gate 30,14,0,0
9365687,Gate 30,26,0,0
9366522,Gate 40,134,1,0
9366556,Gate 30,2,0,0
9366620,Gate 40,2,0,0
9366691,Gate 30,47,1,1
9366744,Gate 30,104,1,1
9366975,Gate 40,58,1,1
9366998,Gate 30,46,0,0
9367138,Gate 30,6,0,0
9367272,Gate 30,15,1,0
9367487,Gate 30,40,1,0
9367575,Gate 40,18,1,0
9367587,Gate 30,1,0,0
9367706,Gate 40,7,0,0
9367755,Gate 40,4,0,0
9367827,Gate 30,12,0,0
9368046,Gate 40,2,0,0
9368107,Gate 40,20,0,0
9368128,Gate 40,2,0,0
9368175,Gate 30,28,0,0
9368319,Gate 40,4,0,0
9368351,Gate 30,0,0,0
9368372,Gate 30,48,0,0
9368541,Gate 30,7,0,0
9369015,Gate 40,3,0,0
9369081,Gate 40,46,1,0
9369098,Gate 30,52,1,0
9369130,Gate 30,1,0,0
9369131,Gate 30,25,0,0
9369142,Gate 40,2,1,0
9369206,Gate 40,47,0,0
9369622,Gate 30,199,1,0
9369732,Gate 30,2,0,0
9370012,Gate 30,91,1,1
9370082,Gate 30,373,0,1
9370251,Gate 40,8,1,0
9370339,Gate 30,11,0,0
9370359,Gate 40,46,1,0
9370484,Gate 30,239,1,0
9370576,Gate 40,14,0,0
9370577,Gate 40,33,1,0
9370614,Gate 30,69,1,1
9370645,Gate 40,0,0,0
9370866,Gate 40,15,1,1
9371046,Gate 30,3,0,0
9371074,Gate 30,5,1,0
9371145,Gate 30,5,0,0
9371196,Gate 30,47,1,1
9371251,Gate 40,4,0,0
9371350,Gate 30,27,0,0
9371531,Gate 40,33,1,0
9371782,Gate 30,89,1,0
9371858,Gate 30,1,0,0
9372058,Gate 30,1,0,0
9372106,Gate 40,24,1,0
9372121,Gate 30,214,1,1
9372193,Gate 30,82,1,0
9372225,Gate 30,32,1,0
9372255,Gate 40,10,1,1
9372374,Gate 40,111,1,0
9372587,Gate 30,56,1,0
9373396,Gate 30,9,0,0
9373439,Gate 40,22,1,0
9373517,Gate 40,84,1,1
9373572,Gate 40,153,1,0
9373612,Gate 30,77,1,0
9373640,Gate 30,16,1,0
9373819,Gate 30,9,1,0
9373851,Gate 40,80,1,0
9373936,Gate 30,129,1,1
9374038,Gate 40,22,1,0
9374045,Gate 40,11,0,0
9374079,Gate 40,57,1,1
9374096,Gate 30,38,1,0
9374263,Gate 40,222,1,1
9374390,Gate 30,36,1,0
9374429,Gate 40,233,1,1
9374770,Gate 30,116,0,1
9374836,Gate 30,7,0,0
9374842,Gate 30,40,0,0
9374925,Gate 40,17,1,0
9375147,Gate 30,0,0,0
9375161,Gate 40,1,0,0
9375736,Gate 40,2,0,0
9375879,Gate 30,1,0,0
9375888,Gate 30,41,1,1
9376033,Gate 40,14,0,0
9376038,Gate 40,9,0,0
9376095,Gate 40,31,0,0
9376205,Gate 40,0,0,0
9376496,Gate 40,5,0,0
9376536,Gate 30,148,1,1
9376877,Gate 30,185,1,1
9376996,Gate 30,5,1,0
9377160,Gate 30,99,0,1
9377205,Gate 30,2,0,0
9377252,Gate 40,21,0,0
9377362,Gate 40,16,1,0
9377371,Gate 30,3,0,0
9377604,Gate 30,5,0,0
9377808,Gate 30,4,0,0
9377819,Gate 40,29,0,0
9377847,Gate 30,6,0,0
9377887,Gate 30,39,0,1
9377907,Gate 40,148,1,1
9377985,Gate 30,20,1,0
9378019,Gate 30,45,1,1
9378166,Gate 30,11,0,0
9378196,Gate 40,1,0,0
9378375,Gate 40,51,0,0
9378481,Gate 40,14,0,0
9378730,Gate 30,30,0,0
9379009,Gate 40,8,0,0
9379048,Gate 40,73,1,0
9379118,Gate 30,8,0,0
9379179,Gate 30,2,0,0
9379225,Gate 40,3,0,0
9379254,Gate 40,1,0,0
9379447,Gate 40,8,1,0
9379710,Gate 30,16,0,0
9379721,Gate 40,36,0,0
9379883,Gate 30,1,0,0
9379889,Gate 40,26,1,0
9380032,Gate 40,52,1,1
9380061,Gate 30,190,1,1
9380070,Gate 40,1,0,0
9380231,Gate 40,0,0,0
9380238,Gate 30,0,0,0
9380248,Gate 30,54,1,1
9380371,Gate 40,2,0,0
9380391,Gate 30,10,0,0
9380398,Gate 30,2,0,0
9380831,Gate 40,20,0,0
9381133,Gate 30,4,0,0
9381230,Gate 30,217,1,0
9381254,Gate 30,4,0,0
9381299,Gate 30,2,0,0
9381404,Gate 30,71,1,0
9381639,Gate 40,11,1,0
9381672,Gate 30,26,0,0
9382106,Gate 40,92,1,1
9382529,Gate 40,20,1,0
9382630,Gate 40,2,0,0
9382641,Gate 40,3,1,0
9382693,Gate 40,1,0,0
9382698,Gate 40,9,1,0
9382723,Gate 30,4,0,0
9382776,Gate 40,72,1,0
9382938,Gate 40,42,0,0
9383011,Gate 40,8,0,0
9383188,Gate 30,3,0,0
9383238,Gate 40,414,1,1
9383315,Gate 40,35,1,0
9383438,Gate 30,5,0,0
9383449,Gate 30,9,1,0
9383471,Gate 40,0,0,0
9383472,Gate 30,3,1,0
9383493,Gate 30,27,1,1
9383557,Gate 30,4,0,0
9383687,Gate 40,16,0,0
9383704,Gate 40,4,0,0
9383810,Gate 40,1,0,0
9383840,Gate 30,8,0,0
9383956,Gate 40,13,0,0
9384161,Gate 30,1,0,0
9384315,Gate 40,9,0,0
9384320,Gate 40,3,0,0
9384487,Gate 40,10,0,0
9384629,Gate 40,7,0,0
9384656,Gate 30,81,1,0
9384780,Gate 30,82,1,1
9385071,Gate 40,0,0,0
9385134,Gate 40,59,0,0
9385442,Gate 40,105,1,0
9385701,Gate 30,57,1,0
9385798,Gate 30,6,0,0
9385835,Gate 30,255,1,1
9385894,Gate 30,23,1,1
9386286,Gate 40,32,0,0
9386441,Gate 40,2,0,0
9386661,Gate 30,6,0,0
9386709,Gate 30,165,1,0
9386758,Gate 30,1,0,0
9387534,Gate 30,39,1,1
9387669,Gate 30,0,0,0
9387672,Gate 40,144,1,1
9387759,Gate 40,59,0,1
9387910,Gate 40,0,0,0
9387927,Gate 40,43,1,1
9387994,Gate 40,2,0,0
9388170,Gate 30,3,0,0
9388211,Gate 40,4,1,0
9388308,Gate 40,95,0,0
9388588,Gate 40,8,0,0
9388609,Gate 30,34,0,0
9388978,Gate 40,25,1,0
9389142,Gate 30,3,0,0
9389304,Gate 40,19,1,0
9389322,Gate 40,10,0,0
9389329,Gate 40,15,1,0
9389497,Gate 40,4,0,0
9389586,Gate 30,73,1,0
9389587,Gate 30,3,0,0
9389759,Gate 30,17,0,0
9389816,Gate 30,11,0,0
9390032,Gate 40,2,0,0
9390127,Gate 30,8,0,0
9390229,Gate 30,0,0,0
9390482,Gate 30,3,0,0
9390534,Gate 30,12,0,0
9390569,Gate 40,2,0,0
9390780,Gate 30,244,1,1
9390786,Gate 40,54,1,0
9390835,Gate 40,64,0,0
9391215,Gate 40,14,0,0
9391323,Gate 40,3,0,0
9391535,Gate 40,12,1,0
9391547,Gate 40,4,1,0
9391604,Gate 30,16,0,0
9391643,Gate 30,10,0,0
9391644,Gate 30,149,1,1
9391704,Gate 40,1,0,0
9391811,Gate 30,5,0,0
9391894,Gate 30,8,0,0
9391900,Gate 30,441,1,1
9391968,Gate 40,6,0,0
9392063,Gate 40,32,0,0
9392128,Gate 30,10,0,0
9392134,Gate 30,6,0,0
9392142,Gate 40,114,1,1
9392196,Gate 30,60,1,1
9392503,Gate 30,71,1,1
9392638,Gate 40,0,0,0
9392736,Gate 30,48,1,1
9392926,Gate 40,3,0,0
9392958,Gate 30,30,1,0
9393028,Gate 40,3,0,0
9393044,Gate 40,582,1,1
9393092,Gate 40,107,1,0
9393186,Gate 30,15,0,0
9393222,Gate 40,16,1,1
9393354,Gate 40,294,1,1
9393409,Gate 30,354,0,1
9393445,Gate 40,6,0,0
9393452,Gate 30,102,1,0
9393523,Gate 40,16,1,0
9393675,Gate 40,31,1,0
9393724,Gate 40,8,0,0
9393728,Gate 30,21,0,0
9393860,Gate 40,25,0,0
9393896,Gate 40,5,0,0
9393906,Gate 30,7,1,0
9394100,Gate 40,43,1,0
9394159,Gate 40,32,1,0
9394252,Gate 40,42,0,0
9394333,Gate 40,28,1,0
9394541,Gate 40,12,0,0
9394907,Gate 30,85,1,0
9394924,Gate 40,36,1,0
9394958,Gate 30,9,0,0
9395179,Gate 30,1,0,0
9395190,Gate 30,8,1,0
9395250,Gate 40,54,0,0
9395458,Gate 40,0,0,0
9395578,Gate 40,8,0,0
9395614,Gate 40,420,1,1
9395665,Gate 30,1,0,0
9395761,Gate 30,53,1,0
9395780,Gate 40,16,0,0
9395825,Gate 40,21,1,0
9396096,Gate 40,9,0,1
9396282,Gate 40,58,1,0
9396296,Gate 40,33,0,0
9396517,Gate 30,4,0,0
9396678,Gate 30,2,0,0
9396695,Gate 30,1,0,0
9396828,Gate 40,48,1,0
9396843,Gate 30,4,0,0
9397000,Gate 30,29,1,1
9397206,Gate 40,24,1,0
9397367,Gate 30,81,0,0
9397400,Gate 30,15,1,0
9397434,Gate 30,6,0,0
9397548,Gate 30,6,0,0
9397562,Gate 30,64,1,0
9397673,Gate 40,479,1,1
9397998,Gate 30,83,1,0
9398021,Gate 40,3,0,0
9398107,Gate 30,106,1,0
9398145,Gate 40,66,1,0
9398262,Gate 30,34,0,0
9398366,Gate 30,32,1,0
9398514,Gate 30,44,1,0
9398554,Gate 30,48,1,0
9398687,Gate 40,0,0,0
9398745,Gate 40,4,0,0
9398770,Gate 40,19,0,0
9398804,Gate 40,51,1,0
9398891,Gate 40,18,0,0
9398913,Gate 40,11,0,0
9399097,Gate 30,35,0,0
9399152,Gate 40,1,0,0
9399375,Gate 40,1,0,0
9399385,Gate 40,10,0,0
9399549,Gate 40,12,0,0
9399585,Gate 30,5,0,0
9399589,Gate 30,5,0,0
9399603,Gate 40,17,1,0
9399823,Gate 40,34,1,0
9399892,Gate 40,9,0,0
9399937,Gate 30,2,0,0
9400282,Gate 30,147,1,1
9400313,Gate 30,68,1,1
9400430,Gate 40,8,0,0
9400802,Gate 30,7,1,0
9400969,Gate 40,1,0,0
9400976,Gate 40,44,1,1
9401043,Gate 30,9,0,0
9401146,Gate 30,7,0,0
9401202,Gate 30,35,1,0
9401262,Gate 40,153,0,1
9401382,Gate 30,100,1,1
9401561,Gate 40,10,0,0
9401744,Gate 40,116,1,0
9401775,Gate 40,6,0,0
9401840,Gate 40,2,0,0
9402173,Gate 40,6,1,0
9402482,Gate 30,12,1,0
9402686,Gate 30,2,0,0
9402707,Gate 30,134,1,0
9403057,Gate 30,24,0,0
9403080,Gate 30,2,0,0
9403105,Gate 30,1,0,0
9403302,Gate 40,117,1,1
9403330,Gate 30,29,0,0
9403450,Gate 40,5,0,0
9403651,Gate 40,7,0,0
9403684,Gate 30,12,1,0
9403731,Gate 40,3,0,0
9403771,Gate 40,14,1,0
9403876,Gate 30,3,0,0
9403939,Gate 30,2,0,0
9403979,Gate 40,12,0,0
9404154,Gate 40,10,0,0
9404216,Gate 40,1,0,0
9404256,Gate 40,2,0,0
9404294,Gate 40,36,1,1
9404343,Gate 30,1,1,1
9404392,Gate 40,57,1,0
9404488,Gate 40,74,1,1
9404719,Gate 30,105,1,1
9404752,Gate 30,177,1,1
9404849,Gate 30,32,0,0
9404878,Gate 30,20,1,0
9405334,Gate 40,1,0,0
9405640,Gate 40,6,0,0
9405694,Gate 40,117,0,0
9405808,Gate 40,27,1,0
9405810,Gate 40,1,0,0
9405834,Gate 40,0,0,0
9405874,Gate 30,23,0,0
9405906,Gate 30,4,0,0
9405960,Gate 40,0,0,0
9406298,Gate 30,14,0,0
9406337,Gate 30,4,0,0
9406668,Gate 30,3,0,0
9406669,Gate 40,39,0,0
9406754,Gate 40,19,1,0
9406809,Gate 40,11,1,0
9406813,Gate 40,97,1,0
9406817,Gate 30,2,0,0
9407018,Gate 40,24,1,0
9407033,Gate 40,455,1,1
9407165,Gate 40,3,0,0
9407170,Gate 30,2,0,0
9407251,Gate 30,23,1,0
9407399,Gate 30,344,1,1
9407618,Gate 40,116,0,1
9407671,Gate 40,17,0,0
9407683,Gate 40,10,0,0
9407718,Gate 40,56,1,0
9407738,Gate 30,19,1,0
9408013,Gate 40,2,0,0
9408180,Gate 40,3,0,0
9408181,Gate 30,351,1,1
9408297,Gate 30,3,0,0
9408303,Gate 30,90,0,0
9408379,Gate 30,2,0,0
9408526,Gate 40,13,0,0
9408680,Gate 40,5,0,0
9408840,Gate 30,4,0,0
9408853,Gate 40,10,1,0
9408877,Gate 30,15,0,0
9409127,Gate 30,5,0,0
9409150,Gate 30,4,0,0
9409191,Gate 40,6,0,0
9409242,Gate 30,8,0,0
9409256,Gate 30,22,1,0
9409315,Gate 30,1490,1,1
9409348,Gate 30,27,0,0
9409636,Gate 30,7,0,0
9409848,Gate 40,1,0,0
9410128,Gate 30,6,0,0
9410164,Gate 40,22,1,1
9410226,Gate 40,26,1,0
9410354,Gate 30,38,0,0
9410403,Gate 30,52,1,0
9410699,Gate 30,22,0,1
9410888,Gate 30,457,1,1
9410979,Gate 30,25,1,0
9411107,Gate 30,24,0,0
9411157,Gate 30,15,0,0
9411187,Gate 40,18,1,0
9411221,Gate 40,377,1,1
9411241,Gate 30,7,0,0
9411317,Gate 40,27,0,0
9411503,Gate 40,0,0,0
9411807,Gate 30,7,0,0
9411824,Gate 30,0,0,0
9411874,Gate 40,27,0,0
9411961,Gate 40,172,1,1
9411966,Gate 30,27,1,0
9412025,Gate 40,5,1,0
9412057,Gate 40,32,1,0
9412305,Gate 40,4,0,0
9412448,Gate 30,0,0,0
9412480,Gate 30,7,0,0
9412483,Gate 40,14,1,0
9412679,Gate 30,6,1,0
9412782,Gate 30,38,0,1
9412785,Gate 30,1,0,0
9412801,Gate 30,59,1,0
9412992,Gate 40,12,0,0
9413234,Gate 30,1,0,0
9413269,Gate 40,965,1,1
9413302,Gate 30,2,0,0
9413433,Gate 40,18,0,0
9413545,Gate 40,299,1,1
9413674,Gate 40,61,1,1
9413748,Gate 30,1,0,0
9413825,Gate 30,25,1,1
9413895,Gate 30,44,1,0
9413897,Gate 40,73,1,0
9413914,Gate 40,264,1,1
9414039,Gate 30,32,0,0
9414283,Gate 40,1,0,0
9414284,Gate 40,2,1,0
9414355,Gate 30,139,1,0
9414580,Gate 30,62,1,1
9414581,Gate 30,53,1,0
9414584,Gate 40,22,1,0
9414677,Gate 30,3,0,0
9414735,Gate 30,23,1,1
9414786,Gate 40,14,1,0
9414927,Gate 40,22,1,0
9414969,Gate 40,137,1,0
9415037,Gate 40,4,0,0
9415145,Gate 30,25,1,0
9415196,Gate 30,4,1,0
9415223,Gate 40,16,0,0
9415267,Gate 30,34,1,0
9415480,Gate 30,10,0,0
9415613,Gate 30,15,0,1
9415688,Gate 30,68,1,0
9415778,Gate 30,21,0,0
9415829,Gate 40,97,1,0
9415848,Gate 30,281,0,1
9415976,Gate 30,8,1,0
9415982,Gate 30,26,1,0
9416075,Gate 30,7,0,0
9416113,Gate 40,56,1,0
9416158,Gate 40,120,1,0
9416282,Gate 40,2,0,0
9416321,Gate 40,54,0,1
9416335,Gate 40,16,0,0
9416420,Gate 40,0,0,0
9416605,Gate 40,9,0,0
9416607,Gate 40,6,1,0
9416616,Gate 40,116,1,0
9416805,Gate 40,6,1,0
9416841,Gate 40,24,1,1
9416852,Gate 40,99,1,0
9417057,Gate 30,2,0,0
9417126,Gate 30,222,1,1
9417216,Gate 30,15,1,0
9417293,Gate 40,22,1,1
9417299,Gate 40,37,0,0
9417431,Gate 40,2,0,0
9417439,Gate 30,12,1,0
9417537,Gate 30,674,1,1
9417569,Gate 30,2,0,0
9417844,Gate 40,4,0,0
9417871,Gate 40,54,0,0
9418236,Gate 40,9,0,0
9418344,Gate 30,58,1,0
9418488,Gate 30,11,0,1
9418722,Gate 30,289,1,1
9418907,Gate 40,23,1,0
9419113,Gate 40,1,0,0
9419359,Gate 30,162,1,0
9419587,Gate 40,1,0,0
9419674,Gate 40,157,1,0
9419700,Gate 40,7,0,0
9419834,Gate 30,3,0,0
9419958,Gate 30,26,1,0
9419967,Gate 30,4,0,0
9420143,Gate 30,197,1,0
9420145,Gate 30,193,1,0
9420205,Gate 40,124,1,1
9420215,Gate 40,0,0,0
9420458,Gate 30,3,0,0
9420500,Gate 30,5,0,0
9420638,Gate 30,16,0,0
9420746,Gate 40,152,1,1
9420762,Gate 40,6,0,0
9420768,Gate 40,2,0,0
9420864,Gate 40,5,0,0
9420907,Gate 30,738,1,1
9420952,Gate 40,107,1,1
9421271,Gate 40,10,0,0
9421364,Gate 40,392,1,1
9421533,Gate 40,182,1,0
9421691,Gate 40,67,0,0
9421779,Gate 30,12,1,1
9422114,Gate 30,16,1,0
9422204,Gate 30,98,1,1
9422222,Gate 40,140,0,1
9422278,Gate 40,30,1,0
9422343,Gate 30,16,0,0
9422380,Gate 40,15,0,0
9422516,Gate 30,6,1,0
9422535,Gate 40,29,1,0
9422641,Gate 30,7,0,0
9422652,Gate 40,6,0,0
9422767,Gate 30,26,1,0
9422875,Gate 40,2,0,0
9422897,Gate 30,259,1,0
9422964,Gate 30,20,0,0
9423158,Gate 40,43,1,0
9423386,Gate 30,309,1,0
9423644,Gate 30,53,1,1
9423663,Gate 40,127,1,0
9423905,Gate 30,15,0,0
9423951,Gate 40,125,1,0
9423977,Gate 40,21,1,0
9424063,Gate 40,2,0,0
9424276,Gate 30,19,0,0
9424401,Gate 30,7,0,0
9424406,Gate 30,102,1,0
9424435,Gate 40,42,0,0
9424444,Gate 40,30,1,0
9424896,Gate 40,5,0,0
9425031,Gate 30,2,0,0
9425137,Gate 40,318,1,1
9425268,Gate 40,0,0,0
9425370,Gate 40,21,0,0
9425376,Gate 30,0,0,0
9425609,Gate 30,65,1,1
9425620,Gate 30,17,1,1
9425627,Gate 30,42,1,0
9425790,Gate 30,27,1,0
9425827,Gate 40,21,0,0
9425873,Gate 40,375,1,1
9426223,Gate 40,31,1,0
9426358,Gate 40,92,0,0
9426396,Gate 30,113,1,1
9426492,Gate 40,3,0,0
9426563,Gate 30,129,1,0
9426657,Gate 30,4,0,0
9426712,Gate 30,2,0,0
9426720,Gate 40,3,0,0
9426830,Gate 40,9,0,0
9426910,Gate 30,40,1,0
9426961,Gate 40,11,0,0
9427106,Gate 40,9,0,0
9427140,Gate 30,50,0,0
9427360,Gate 40,30,1,0
9427481,Gate 40,14,0,0
9427560,Gate 40,317,1,1
9427745,Gate 30,70,1,1
9427820,Gate 40,2,0,0
9427881,Gate 30,1,0,0
9427958,Gate 30,8,0,0
9427965,Gate 40,8,0,0
9428022,Gate 30,1,0,0
9428028,Gate 40,252,1,1
9428150,Gate 30,19,1,0
9428313,Gate 30,0,0,0
9428392,Gate 40,5,0,0
9428395,Gate 40,5,0,0
9428492,Gate 30,152,1,1
9428679,Gate 30,7,1,0
9428745,Gate 30,30,1,0
9428792,Gate 30,2,0,0
9428845,Gate 30,21,0,0
9428882,Gate 30,38,1,0
9429235,Gate 40,12,0,0
9429337,Gate 40,159,1,1
9429356,Gate 40,9,0,0
9429442,Gate 40,0,0,0
9429480,Gate 30,17,1,0
9429672,Gate 30,73,1,1
9429789,Gate 30,19,0,0
9429848,Gate 40,40,1,0
9429997,Gate 30,199,1,0
9430274,Gate 30,35,1,0
9430322,Gate 40,147,1,0
9430329,Gate 40,80,1,0
9430373,Gate 30,10,0,0
9430554,Gate 30,0,0,0
9430556,Gate 30,18,0,0
9430598,Gate 30,15,1,0
9430628,Gate 30,36,1,0
9430656,Gate 30,7,0,0
9430748,Gate 30,96,1,1
9430879,Gate 40,15,0,0
9430925,Gate 40,14,1,1
9431083,Gate 30,28,0,1
9431254,Gate 40,8,0,0
9431365,Gate 30,35,1,0
9431369,Gate 30,10,1,0
9431426,Gate 40,40,1,1
9431704,Gate 30,74,1,0
9431710,Gate 40,5,1,0
9431865,Gate 40,5,0,0
9431927,Gate 40,34,1,1
9431962,Gate 40,2,0,0
9432154,Gate 40,105,1,1
9432228,Gate 40,197,1,1
9432335,Gate 40,83,1,0
9432383,Gate 30,19,1,0
9432491,Gate 40,12,0,0
9432598,Gate 40,56,1,0
9432623,Gate 40,0,0,0
9433547,Gate 30,12,0,0
9433554,Gate 40,18,0,0
9433627,Gate 30,22,1,0
9433638,Gate 40,34,0,1
9433696,Gate 40,175,1,0
9433739,Gate 40,1,0,0
9433814,Gate 30,4,1,0
9433838,Gate 30,23,1,0
9434166,Gate 40,113,1,1
9434210,Gate 40,12,0,0
9434351,Gate 30,143,1,1
9434386,Gate 30,30,0,0
9434429,Gate 40,8,0,0
9434739,Gate 40,60,0,1
9434805,Gate 40,30,1,0
9434898,Gate 30,7,0,0
9435094,Gate 40,8,1,0
9435121,Gate 40,57,1,1
9435136,Gate 30,35,1,0
9435210,Gate 40,50,1,0
9435483,Gate 40,9,0,0
9435491,Gate 30,0,0,0
9435762,Gate 30,40,0,0
9435768,Gate 30,40,0,0
9435916,Gate 40,143,1,0
9436121,Gate 30,178,1,0
9436157,Gate 40,29,0,0
9436187,Gate 30,44,1,0
9436223,Gate 40,11,0,0
9436228,Gate 30,61,1,0
9436258,Gate 40,83,1,0
9436263,Gate 40,107,1,1
9436293,Gate 30,91,1,1
9436411,Gate 30,56,1,1
9436575,Gate 30,69,1,0
9436825,Gate 40,4,0,0
9436889,Gate 30,0,0,0
9437007,Gate 30,53,1,0
9437031,Gate 30,120,1,0
9437144,Gate 40,244,1,0
9437249,Gate 30,5,1,0
9437265,Gate 40,21,1,0
9437284,Gate 40,310,1,1
9437295,Gate 40,70,0,1
9437380,Gate 40,4,0,0
9437514,Gate 40,2,0,0
9437545,Gate 30,11,1,0
9437583,Gate 40,22,0,0
9437658,Gate 30,51,1,0
9437781,Gate 30,9,0,0
9437845,Gate 40,5,0,0
9437929,Gate 40,12,0,0
9437944,Gate 40,6,0,0
9437971,Gate 30,17,0,0
9438009,Gate 40,6,0,0
9438208,Gate 40,142,0,1
9438264,Gate 30,15,0,0
9438266,Gate 40,4,0,0
9438329,Gate 40,82,1,0
9438629,Gate 30,1,0,0
9438633,Gate 30,1,0,0
9438743,Gate 30,37,1,0
9438797,Gate 40,6,0,0
9438967,Gate 40,585,1,1
9439117,Gate 40,23,0,0
9439128,Gate 40,11,0,0
9439129,Gate 30,174,0,1
9439233,Gate 40,39,0,0
9439403,Gate 30,13,1,0
9439555,Gate 30,1,0,0
9439704,Gate 40,14,0,0
9439882,Gate 30,2,0,0
9439940,Gate 40,15,1,0
9440039,Gate 30,11,0,1
9440043,Gate 40,414,1,1
9440084,Gate 30,57,0,0
9440086,Gate 40,36,1,0
9440240,Gate 40,29,0,0
9440292,Gate 30,1,0,0
9440332,Gate 30,8,0,0
9440475,Gate 40,40,1,0
9440704,Gate 40,42,1,0
9440845,Gate 30,15,1,0
9440932,Gate 40,33,1,0
9441224,Gate 30,16,0,0
9441225,Gate 40,4,0,0
9441273,Gate 30,43,0,0
9441361,Gate 30,215,1,0
9441500,Gate 30,17,0,0
9441690,Gate 30,42,1,0
9442000,Gate 30,3,0,0
9442047,Gate 40,1,0,0
9442079,Gate 30,6,0,0
9442115,Gate 30,2,0,0
9442148,Gate 40,135,1,1
9442153,Gate 40,5,0,0
9442172,Gate 30,224,1,1
9442335,Gate 40,50,0,1
9442653,Gate 30,10,0,0
9442735,Gate 30,9,1,0
9442957,Gate 30,109,1,0
9443059,Gate 40,284,1,1
9443061,Gate 30,37,0,1
9443140,Gate 30,13,1,0
9443142,Gate 40,0,0,0
9443167,Gate 40,3,0,0
9443173,Gate 40,7,0,0
9443253,Gate 40,0,0,0
9443286,Gate 30,16,0,0
9443328,Gate 40,23,1,0
9443728,Gate 40,119,1,1
9443762,Gate 40,23,1,1
9443764,Gate 40,117,1,1
9443871,Gate 40,32,1,0
9443900,Gate 40,29,1,0
9444309,Gate 30,3,0,0
9444339,Gate 40,55,1,0
9444372,Gate 30,1,0,0
9444387,Gate 30,66,1,0
9444581,Gate 30,42,0,0
9444998,Gate 40,1,0,0
9445039,Gate 30,2,0,0
9445085,Gate 40,3,0,0
9445211,Gate 40,13,0,0
9445277,Gate 30,3,0,0
9445473,Gate 40,1108,1,1
9445505,Gate 30,40,1,0
9445549,Gate 30,50,1,0
9445669,Gate 40,23,1,0
9445699,Gate 40,23,1,0
9445888,Gate 40,35,1,1
9445922,Gate 40,6,1,0
9445924,Gate 40,23,0,0
9446027,Gate 30,2,0,0
9446313,Gate 40,32,0,0
9446518,Gate 30,16,0,0
9446537,Gate 40,0,0,0
9446617,Gate 40,145,1,1
9446682,Gate 40,35,1,0
9446905,Gate 40,8,0,0
9447214,Gate 40,3,0,0
9447307,Gate 30,47,1,1
9447432,Gate 40,2,0,0
9447530,Gate 40,2,0,0
9447597,Gate 40,28,1,1
9447612,Gate 40,1,0,0
9447657,Gate 40,19,0,0
9447921,Gate 40,53,0,1
9448016,Gate 30,21,1,0
9448139,Gate 30,72,1,1
9448190,Gate 30,71,1,0
9448474,Gate 40,52,1,0
9448598,Gate 30,10,0,0
9448716,Gate 40,68,1,0
9448765,Gate 40,5,0,0
9448775,Gate 40,6,0,0
9449007,Gate 40,10,0,0
9449081,Gate 40,49,0,0
9449142,Gate 40,792,1,1
9449231,Gate 30,8,0,0
9449417,Gate 30,135,1,0
9449433,Gate 40,502,1,1
9449561,Gate 30,0,0,0
9449744,Gate 40,157,1,0
9449943,Gate 30,3,0,0
9450025,Gate 30,104,0,1
9450079,Gate 30,37,0,1
9450194,Gate 40,1,0,0
9450276,Gate 30,6,1,0
9450500,Gate 30,3,0,0
9450627,Gate 40,37,0,0
9451011,Gate 30,47,1,1
9451209,Gate 30,2,0,0
9451309,Gate 40,3,0,0
9451460,Gate 30,48,0,0
9451500,Gate 40,6,0,0
9451558,Gate 40,38,0,0
9451705,Gate 30,15,1,0
9451861,Gate 40,14,0,0
9451921,Gate 30,10,0,0
9451959,Gate 40,47,1,0
9451965,Gate 30,213,1,1
9452239,Gate 30,10,0,0
9452301,Gate 40,145,1,0
9452350,Gate 40,342,1,1
9452381,Gate 30,3,1,0
9452511,Gate 30,21,1,0
9452712,Gate 40,8,0,0
9452797,Gate 30,3,1,0
9453193,Gate 30,18,0,0
9453196,Gate 30,10,0,0
9453383,Gate 30,53,1,1
